COMPANY_ID,IQ_BUSINESS_DESCRIPTION
252050056,"Editas Medicine, Inc., a clinical stage genome editing company, focuses on developing transformative genomic medicines to treat a range of serious diseases. It develops a proprietary gene editing platform based on CRISPR technology. The company develops EDIT-101, which is in Phase 1/2 BRILLIANCE trial for Leber Congenital Amaurosis; and reni-cel, a clinical development gene-edited medicine to treat sickle cell disease and transfusion-dependent beta-thalassemia. In addition, the company is developing alpha-beta T cells for solid and liquid tumors; and gamma delta T cell therapies to treat cancer. It has a research collaboration with Juno Therapeutics, Inc. to develop engineered T cells for cancer; collaboration and nonexclusive license agreement with Genevant Sciences to develop Novel mRNA-LNP gene editing therapeuticsand strategic alliance and option agreement with Allergan Pharmaceuticals International Limited, as well as collaboration with Bristol Myers Squibb for research and development of alpha-beta T cell medicines for the treatment of cancer and autoimmune diseases. The company was formerly known as Gengine, Inc. and changed its name to Editas Medicine, Inc. in November 2013. Editas Medicine, Inc. was incorporated in 2013 and is based in Cambridge, Massachusetts."
9517715,"Hua Han Health Industry Holdings Limited, an investment holding company, researches and develops, manufactures, trades, and sells traditional Chinese medicines, biopharmaceutical products, and other healthcare-related products in China. The company operates through two segments, Pharmaceutical Products and Hospital Related Business. It manufactures and trades gynecological pharmaceutical products and other healthcare products. The company offers prescription drugs, including gynecological anti-inflammatory products; and biopharmaceutical and bio-technology products, as well as OTC product. In addition, it provides hospital management and hospital supply chain services. Hua Han Health Industry Holdings Limited was formerly known as Hua Han Bio-Pharmaceutical Holdings Limited and changed its name to Hua Han Health Industry Holdings Limited on December 21, 2015. The company was founded in 1992 and is based in Sha Tin, Hong Kong. Hua Han Health Industry Holdings Limited is in liquidation."
9516520,"enGene Holdings Inc., through its subsidiary enGene, Inc., operates as a clinical-stage biotechnology company that develops genetic medicines through the delivery of therapeutics to mucosal tissues and other organs. Its lead product candidate is EG-70 (detalimogene voraplasmid), which is a non-viral immunotherapy to treat non-muscle invasive bladder cancer patients with carcinoma-in-situ (Cis), who are unresponsive to treatment with Bacillus Calmette-Gu�rin. The company was founded in 2023 and is based in Saint-Laurent, Canada."
602498309,"Red White & Bloom Brands Inc. manufactures, processes, and distributes cannabis products and accessories in the United States and Canada. The company operates through Retail, Licensing, and Distribution segments. It sells non-THC branded products, as well as branded and third-party cannabis products and accessories to the adult-use and medical markets. It operates licensed adult-use and medical retail dispensaries through THC and CBD brands. Red White & Bloom Brands Inc. is based in Vancouver, Canada."
24474,"Agouron Pharmaceuticals Inc develops, manufactures, and markets therapeutic products. The company�s products are engineered to inactivate proteins which play roles in various diseases, such as cancer, AIDS, and other serious diseases. The company�s product includes, VIRACEPT�, was a drug for the treatment of HIV infection. The company was founded in 1984 and is based in La Jolla, California. Agouron Pharmaceuticals Inc operates as a subsidiary of Pfizer Inc."
622668,"Targanta Therapeutics Corporation operates as a biopharmaceutical company that engages in development and commercialization of antibacterial drugs to treat serious infections in hospital and other institutional settings. Its products include Oritavancin, a once-daily and semi-synthetic lipoglycopeptide antibiotic for the treatment of serious gram-positive bacterial infections, including complicated skin and skin structure infections; bacteremia, which is an infection of the bloodstream; and other possible indications. The company also involves in the development of an antibiotic, which is in preclinical development and is used for the treatment of osteomyelitis or infection of the bone. The company was founded in 1997 and is based in Cambridge, Massachusetts with additional offices in Indiana, Indianapolis and Canada. As of February 24, 2009, Targanta Therapeutics Corporation operates as a subsidiary of The Medicines Company."
4422885,"Kuros Biosciences AG, a biopharmaceutical company, engages in the commercialization and development for tissue repair and bone regeneration in the United States, the European Union, and internationally. It operates through three segments: Medical Devices, Pharmaceuticals, and Legacy Portfolio. The company offers MagnetOs Granules, an original advanced bone graft based on the submicron needle-shaped NeedleGrip surface technology; MagnetOs Putty, a mold use to fill bony voids for a predictable fusion; MagnetOs Easypack Putty, a ready-to-use mold to be implanted in any intervertebral disc space or posterolateral spine level; and Magnetos Flex Matrix, an open matrix bone graft. Its Fibrin-PTH pipeline products comprise KUR-111 and KUR-113 that are in Phase 2b clinical trials for trauma indications; KUR-113 that is in Phase 2a clinical trial for spinal indications. The company was incorporated in 2016 and is headquartered in Schlieren, Switzerland."
20361040,"Synairgen plc discovers and develops drugs for respiratory diseases. It develops SNG001, an inhaled interferon beta for the treatment of severe viral lung infections that is in pre- clinical trial; and inhaled interferon beta IFN-�, a naturally occurring protein that helps regulate the immune system to fight viruses, including coronaviruses. Synairgen plc was incorporated in 2004 and is headquartered in Southampton, the United Kingdom."
258746,"CEL-SCI Corporation, a clinical-stage biotechnology company, engages in the research and development of immune system therapy for the treatment of cancer and other diseases in the United States. The company�s lead immunotherapy is Multikine, which has completed Phase 3 clinical trials for the potential treatment of certain head and neck cancers. It is also developing products based on its proprietary technology Ligand Epitope Antigen Presentation System (LEAPS) technology, a patented T-cell modulation process that stimulates the human immune system to fight bacterial, viral, parasitic infections, autoimmune conditions, allergies, transplantation rejections, and cancer. In addition, the company�s product pipeline includes CEL-2000; CEL-4000; and CEL-5000, which are LEAPS-based product candidates in preclinical trials for the treatment of rheumatoid arthritis disease. CEL-SCI Corporation was incorporated in 1983 and is headquartered in Vienna, Virginia."
309457193,"Burning Rock Biotech Limited primarily develops and sells cancer therapy selection tests in the People's Republic of China. It operates through three segments: Central Laboratory Business, In-Hospital Business, and Pharma Research and Development Services. The company primarily offers next-generation sequencing-based tissue and liquid biopsy cancer therapy selection and prognosis prediction tests for various range of cancer types, including lung cancer, gastrointestinal cancer, prostate cancer, breast cancer, lymphomas, thyroid cancer, colorectal cancer, ovarian cancer, pancreatic cancer, and bladder cancer using tissue and liquid biopsy samples. Its principal products include OncoCompass IO, a corresponding test for liquid biopsy samples; OncoScreen IO, a pan-cancer test for tissue samples; and OncoCompass Target, a ctDNA liquid biopsy-based test for NSCLC. The company also provides ColonCore for assessing microsatellite loci related to MSI status and detecting mutations in genes associated with gastrointestinal cancers; and brPROPHET, a pre-operative ctDNA detection and post-operative MRD calling for relapsed patients, as well as Magnis BR-customized version of its principal products. In addition, it offers OncoMaster, an automatic NGS data analysis and report interpretation machine for in-hospital model. Burning Rock Biotech Limited has development and commercialization agreement with Myriad Genetics, Inc. to in-license Myriad myChoice tumor testing in China; and collaborations on clinical trials and research studies with AstraZeneca, Bayer, Johnson & Johnson, CStone, BeiGene, Abbisko Therapeutics, IMPACT Therapeutics, Boehringer Ingelheim, and Merck KGaA. The company was founded in 2014 and is headquartered in Guangzhou, the People's Republic of China."
